0 0 25 219 218 0 0 8 8 6 9 9 128 0 1 3 16 2 0 0 0 26 0 0 1 34 2 23 0 513 22 3 23 5 14 0 37 1 0 75 0 69 4 4 4 0 0 1 1 3 36 0 0 1 1 79 152 0 16 33 4 0 3 70 0 0 0 1 71 1 11 3 130 13 9 90 0 0 4 0 3 5 56 0 55 5 0 203 1 239 3 6 0 200 5 16 0 1 3 22
3 0 12 0 24 0 2 0 0 0 1 9 46 0 0 170 42 0 0 0 0 122 339 2 1 0 5 691 8 0 0 1 0 0 0 0 2 0 0 0 3 1 4 1 5 1 0 6 0 4 0 0 0 0 0 28 1 0 0 8 0 0 1 69 27 0 0 0 83 1 1 0 0 585 135 0 170 0 1 5 15 0 0 0 26 34 0 43 0 0 0 0 0 1 0 0 0 68 0 0
3 0 4 0 11 27 0 52 0 5 23 6 2 1 0 0 0 3 3 6 0 0 5 97 0 0 1 1 23 1 0 0 2 9 368 17 0 41 26 0 0 0 436 0 6 0 3 0 0 2 9 0 2 14 0 0 521 0 7 572 4 1 0 23 0 0 3 2 1 3 227 0 0 15 0 120 5 0 37 132 49 4 8 1 1 1 1 22 1 49 0 0 4 18 0 7 12 14 0 25
0 0 0 1 1 2 0 116 1 1 0 31 0 0 1 0 2 0 1 0 12 0 0 0 1 1786 0 0 0 0 1 20 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 508 0 0 1 1 0 2 36 0 1 0 4 0 0 0 0 0 0 2 0 174 0 1 0 3 0 26 0 0 0 0 0 0 2 0 0 0 0 0 0 1
0 9 1 0 52 5 77 4 0 3 0 0 0 3 1 14 4 0 1 0 13 428 14 0 11 3 0 2 0 0 1 0 384 11 112 2 2 0 123 0 3 0 77 0 5 1 0 2 270 2 1 1 1 0 0 12 3 2 0 45 6 39 0 40 0 0 9 2 0 41 1 31 1 0 288 3 0 0 0 7 0 9 0 0 0 164 3 8 0 3 0 0 1 0 0 1 0 36 1 15
0 1 1 0 0 11 0 57 1 2 1 63 2 0 0 1 38 0 1 0 111 1 0 0 0 877 0 0 0 0 5 1 0 2 0 31 0 0 4 3 12 3 28 13 5 0 0 0 12 0 7 0 0 1 0 60 30 0 0 38 3 0 18 7 0 1 13 0 18 0 21 0 0 1 5 0 1 9 83 72 0 0 1 0 9 1 3 90 0 0 1 0 134 85 7 16 0 20 0 0
1 0 0 0 86 0 0 22 0 1 0 1 0 2 0 0 93 0 0 0 0 43 0 0 0 3 1 9 0 0 0 0 0 0 0 0 98 0 1 0 1 0 0 0 0 0 0 12 1 5 0 0 9 0 0 0 1623 0 0 5 1 0 0 2 0 0 0 0 2 0 3 0 0 0 0 12 1 0 0 3 3 0 1 0 3 1235 0 2 0 2 0 0 140 10 2 4 0 2 0 2
0 2 0 0 20 4 8 2 2 0 1 6 132 1 0 15 0 0 29 3 1 1 0 0 0 74 0 0 104 9 6 0 0 154 0 0 0 1 1 1 0 14 1 2 0 1 2 20 0 0 5 0 1 1 0 86 40 0 0 116 2 0 5 2 0 0 0 2 2 0 1 296 2 209 0 1 0 0 0 576 0 1 0 0 1 0 1 2 0 7 0 0 0 1 1 384 303 0 0 2
0 1 2 63 13 172 7 1 0 13 7 1570 5 0 14 50 17 0 0 0 0 20 0 0 0 88 1 26 0 0 0 270 4 0 4 3 0 0 0 2 0 2 4 0 25 1 3 0 6 21 5 1 0 4 5 10 114 49 0 10 122 50 1 95 3 0 0 0 3 2 9 9 6 0 2 8 254 6 6 4 0 7 9 16 6 7 0 4 0 0 0 4 218 6 27 56 0 217 1 5
0 0 0 9 28 0 0 376 5 1 0 0 2 1 0 21 0 1 11 2 3 0 0 0 0 3 0 12 8 0 71 12 0 4 60 1 0 4 1 112 0 2 0 5 15 0 0 12 14 115 2 0 0 0 4 5 47 1 0 682 27 0 0 2 0 3 1 1 11 57 13 3 255 31 0 0 0 0 2 67 1 2 8 0 15 0 1 4 98 27 0 0 0 0 2 46 3 0 15 20
