26 2 0 4 3 298 40 0 0 1 0 1 0 4 0 217 0 0 1 10 0 13 3 0 71 1 10 1 0 0 46 0 8 2 83 0 7 2 1 1 10 152 21 0 4 4 16 2 1 0 0 0 0 33 6 0 0 0 66 0 0 2 26 0 4 968 13 0 0 15 0 0 6 0 0 96 3 452 1 0 0 5 3 0 0 0 1 1 1 2 7 19 49 27 0 2 15 1 0 1
19 7 0 189 5 1 2 736 1 0 153 19 1 9 0 28 3 0 0 0 0 2 1 0 0 0 0 0 0 0 0 2 0 7 1 0 0 0 0 10 116 0 10 0 0 0 4 1 0 3 1 1 0 0 0 2 0 0 88 2 2 39 1 1 0 136 41 1 1001 0 3 0 0 7 0 0 35 0 5 0 0 5 0 0 0 6 0 542 9 93 32 0 0 2 0 2 0 0 0 1
9 280 0 10 1 1 1 0 0 3 24 10 0 12 0 18 0 0 0 18 20 33 0 0 108 1 3 0 0 1 68 1 0 0 0 7 3 4 0 0 5 16 0 0 0 0 0 8 741 1 15 0 1 13 1 0 0 0 29 0 3 0 3 5 1 0 2 1 0 1 2 13 0 0 1 1 15 0 0 1 0 1 3 3 0 135 0 1 26 5 2 10 6 714 8 3 2 0 0 0
39 679 0 0 0 0 0 1 0 4 6 15 1 0 1 39 2 8 0 24 0 0 0 16 2 0 2 0 33 0 23 0 1 0 0 1 0 1 0 2 21 0 0 142 0 0 25 1 90 0 0 0 0 1 1 1 0 0 1 0 3 0 1 1 0 4 0 430 0 0 0 0 1 4 0 0 2 0 2 1 0 0 8 30 0 28 15 2 3 1 0 1735 0 32 0 6 0 0 0 0
1 267 6 0 0 0 0 5 0 0 1 15 0 0 0 13 0 0 0 0 0 0 1 0 0 0 0 1 0 18 0 0 0 88 0 0 1 0 2 0 2 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 17 0 0 0 0 0 0 0 1602 0 0 4 0 0 20 10 0 3 0 1 0 0 0 0 0 0 0 34 0 0 1 0 0 0 0 128 2 0 0 3 0 0
2 10 1 90 0 24 0 0 0 3 908 0 0 138 0 49 0 1 0 47 0 18 1 0 27 1 6 0 0 0 118 18 6 4 28 19 2 3 1 2 13 0 13 1 0 3 0 3 1 1 7 0 0 1 10 0 1 0 16 0 0 5 1 4 4 40 10 43 0 0 0 4 19 0 0 16 26 0 0 2 0 0 3 17 0 116 0 0 12 0 483 0 5 5 0 0 1 147 0 6
19 58 5 232 0 0 4 0 5 0 12 197 3 6 1 260 2 2 0 4 1 3 41 3 32 5 0 0 0 36 1581 0 1 1 5 37 0 36 0 4 23 0 0 0 8 0 2 22 3 0 4 0 1 0 1 0 2 11 11 0 2 2 1 20 0 30 1 1 60 0 10 25 0 10 10 18 12 0 1 0 1 0 0 18 0 0 1 0 34 372 0 0 1 0 2 1 1 2 0 0
0 0 0 2 7 0 0 0 0 0 0 0 0 0 0 10 0 1 2 0 0 0 0 0 1 0 0 1 0 25 9 0 0 0 0 2 2848 0 0 0 4 1 0 1 0 0 0 1 0 0 3 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 24 0 0 9 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 377 0 0 1 17 0 0 0 0 0 0
1 34 3 3 0 0 0 0 4 0 147 11 0 0 34 14 1 0 0 45 0 0 0 0 1429 5 2 0 0 1 183 1 2 0 0 14 0 1 0 0 105 0 0 0 0 0 0 14 716 2 1 0 0 2 0 0 0 0 3 0 0 0 0 58 37 1 0 1 0 7 4 13 7 0 0 6 0 0 1 0 0 0 4 5 0 110 3 36 0 5 0 25 0 255 0 0 0 0 0 0
87 9 0 12 41 2 0 0 0 0 1 26 3 1 7 33 0 0 0 0 0 0 0 2 69 0 4 0 0 1 2 4 0 23 10 0 0 4 3 6 1 1 201 0 0 2 0 0 7 1 7 0 0 0 0 0 2 0 1310 69 2 0 1 21 1 541 17 0 0 1 0 23 0 0 0 1 0 47 5 0 0 0 0 8 2 0 5 1 0 15 0 0 0 0 6 0 3 3 0 0
1 13 5 0 1 0 1 1 0 0 0 4 0 0 6 18 615 111 28 0 3 0 0 130 5 0 24 0 7 0 2 0 0 1 3 37 0 0 0 0 1222 11 7 0 47 0 0 10 3 0 0 0 0 0 0 0 0 0 3 5 1 15 6 0 0 377 10 0 0 0 11 7 51 181 0 44 0 0 0 91 8 0 0 1 1 0 3 0 29 0 0 0 0 40 5 3 221 0 0 14
0 2 0 2602 25 0 1 0 0 0 134 0 0 0 0 0 0 0 0 0 0 5 0 0 0 4 1 0 0 0 1 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 8 382 0 0 0 6 0 0 0 0 3 4 1 0 0 2 0 0 1 12 0 0 6 0 0 1 0 0 2 0 0 1 0 0 1 1 0 0 2 0 4 0 12 1 0 3 0 2 0 0 0 2 0
8 881 48 0 0 0 1 140 1 11 1656 24 1 0 1 2 2 0 0 1 1 1 0 127 0 0 0 3 1 2 1 1 6 2 2 0 19 0 1 1 12 0 0 0 0 5 10 5 64 1 1 0 2 0 1 14 1 0 0 3 6 14 13 0 0 0 210 8 3 4 1 0 3 46 1 4 1 0 0 0 0 1 0 0 0 0 2 1 3 0 0 2 12 63 0 0 19 0 0 0
3 0 0 14 15 0 0 1 0 9 48 0 0 0 15 96 2 0 2 3 1 0 0 1 0 0 1 57 3 0 3 0 1 0 0 2 1 1 0 0 38 0 0 29 0 0 1 0 1769 0 0 7 1 1 0 0 1 0 12 10 0 2 84 71 4 32 2 0 0 37 2 0 879 118 4 2 0 3 0 0 2 0 4 0 1 2 6 49 182 1 0 11 1 1 5 6 0 1 0 0
438 29 0 4 19 0 0 0 1 2 17 40 0 1 0 1 0 0 2 128 2 1 14 0 3 0 0 0 0 0 4 0 5 28 34 0 0 1 0 0 4 2 3 26 2 1 1 8 10 1 0 0 2 7 1 2 0 1 1 3 1 0 0 2 52 11 17 1 2 12 0 0 0 3 0 18 3 17 0 0 0 0 0 0 0 10 0 0 5 1974 0 3 12 0 1 0 1 0 0 0
12 29 0 27 7 0 0 0 0 0 3 1 0 1 0 0 0 0 13 4 0 1 15 20 0 7 0 0 0 0 60 0 3 0 27 101 0 7 0 0 0 0 0 5 3 0 0 16 0 1 2 0 0 0 0 0 0 0 0 0 2200 0 1 0 2 0 0 7 33 0 0 1 0 0 0 0 0 0 0 0 0 2 0 12 0 0 0 0 0 631 3 0 1 1 0 0 2 0 3 1
9 42 227 48 1 1 0 0 0 109 1 986 0 0 0 1 0 0 0 33 0 6 0 9 5 130 20 9 1 27 4 0 0 0 0 0 1 0 0 67 25 1 0 0 3 2 51 0 3 0 9 0 1 1 0 4 0 0 8 0 1 16 3 20 0 57 231 0 0 1 0 0 1 3 0 2 0 0 0 0 1 1 0 1 0 0 0 6 57 1 0 2 0 3 0 0 2 6 2 0
19 3 0 133 34 0 0 41 0 1 2087 3 0 0 0 1 0 0 2 7 27 8 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 3 0 0 1 0 0 0 0 6 0 0 0 1 3 0 2 0 2 0 1 1 2 0 0 1 6 1 0 0 0 1 0 4 0 0 0 0 0 4 0 0 0 5 0 118 1 558 0 0 1 0 0 0 0 0 0 1
2 41 0 0 13 0 3 0 0 3 31 33 0 6 1 28 0 0 5 10 12 0 0 0 1 1 4 37 0 0 1 0 0 1 2 8 3 0 0 1 0 0 6 0 0 20 0 0 0 0 0 0 5 0 0 0 0 3 1 5 1 0 2 1 0 837 2 8 0 0 0 0 3 134 11 0 48 0 0 0 0 0 0 1 0 37 0 4 15 30 1066 0 0 51 2 561 0 2 1 21
0 16 0 51 125 1179 4 14 0 3 2 0 14 0 0 39 6 2 4 7 0 85 323 0 0 0 1 1 2 1 23 3 1 1 1 0 6 0 0 0 0 0 13 0 0 1 0 0 61 4 0 0 0 0 26 40 40 24 101 1 0 16 7 1 0 1 1030 2 1 10 0 0 11 2 8 11 36 0 2 0 0 0 0 0 0 18 0 0 58 61 2 0 14 4 0 0 0 0 4 5
15 27 73 0 0 1 0 8 2 0 0 157 0 0 0 293 0 1 1 3 1 3 8 4 3 0 0 0 9 0 66 0 0 1 0 1 29 4 0 0 331 1 0 0 0 1 34 0 4 0 60 0 0 0 0 0 0 0 27 0 0 0 5 1 0 1 2757 0 2 0 0 0 1 0 1 7 0 0 0 0 0 0 0 0 0 0 0 0 1 3 5 0 0 19 0 1 2 0 1 0
