180 0 1 0 0 1918 0 0 0 0 11 0 0 0 4 0 87 0 0 0 2 1 0 0 0 0 0 0 0 0 0 12 0 5 0 0 4 44 118 13 1 5 1 0 8 14 4 0 9 0 7 12 0 0 1 0 1 0 0 0 4 459 0 86 0 1 39 0 0 0 0 0 4 0 9 5 0 0 4 1 16 0 0 0 1 0 23 0 1 0 65 0 2 1 1 0 9 8 2 0
2 0 0 5 14 372 30 0 2 0 1 0 1 0 2 0 5 0 1 1 31 5 5 0 6 2 31 0 0 6 0 4 2 0 7 1 5 1 2 1 2 16 1 0 60 34 0 0 6 0 2 0 0 14 0 1 0 0 2 30 0 4 0 5 2 0 0 216 2 0 0 110 19 0 2 0 2 5 1 2 0 0 0 202 17 25 14 0 14 0 6 123 0 0 836 80 0 3 1 1
0 0 10 42 1 23 0 0 0 1 1 0 0 3 0 6 31 11 0 0 3 0 0 213 1 5 3 0 29 2 0 0 5 1 0 0 1 15 2 0 1 0 0 0 1 0 2015 9 0 5 0 1 0 161 0 1 0 0 0 0 1 6 0 93 5 0 3 2 0 0 0 0 1 2 1 0 22 27 4 5 0 1 2 0 0 0 0 6 0 0 9 0 2 0 0 0 32 4 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2987 0 0 0 0 0 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0 0 0
125 1 0 1 70 33 6 14 0 1 92 1 0 7 0 0 15 41 0 1 12 1 9 0 4 14 43 0 8 7 0 6 19 2 2 1 0 0 109 1 0 124 7 1 12 139 0 7 19 0 20 2 0 0 5 1 0 3 6 2 0 137 3 0 0 11 6 46 180 28 2 0 39 2 0 2 0 1 3 725 0 0 2 0 0 5 14 51 33 6 65 31 7 0 60 354 0 772 0 0
0 2 202 5 81 1 2 1 0 3 40 439 1 0 29 0 0 7 0 2 43 0 0 0 2 0 19 1 0 0 1 0 1 0 12 0 0 1 13 0 0 0 1 0 58 2 302 6 0 65 100 3 3 313 0 1 4 0 8 0 54 6 0 3 18 11 0 2 6 0 0 20 254 0 0 0 0 3 0 16 6 21 2 0 105 5 31 98 2 0 27 159 2 0 0 0 11 12 37 63
0 13 0 0 3 3 4 1 1 56 23 11 17 2 33 39 0 17 4 4 12 3 0 1012 12 6 0 1 6 56 0 0 33 2 59 0 0 33 104 9 10 1 41 0 0 29 23 3 0 0 0 46 2 2 0 0 12 450 0 11 239 2 2 22 1 1 48 0 11 21 1 0 13 3 18 16 3 1 0 120 123 1 36 0 3 3 28 1 3 81 11 8 36 1 140 1 6 446 169 0
1 1 0 3 0 0 4 0 5 0 0 4 0 0 142 2 0 1 0 7 5 0 0 6 4 2 0 0 1 111 0 0 17 0 2 0 1 5 119 0 1 0 14 0 0 2 7 2 0 0 23 0 0 2206 4 0 0 16 0 1 1 3 0 0 0 0 109 1 16 0 0 0 3 0 18 0 2 0 0 4 5 0 0 1 0 16 0 0 3 21 1 0 0 0 68 3 0 0 1 3
1773 1 0 0 1 282 1 0 0 0 1 1 0 0 0 0 2 7 0 5 0 0 0 0 0 5 0 81 1 0 0 0 0 0 0 0 0 0 0 1 0 6 0 0 0 109 0 0 0 0 0 0 0 1 0 2 0 12 1 3 0 0 0 0 0 0 4 0 1 0 8 50 8 0 0 0 0 5 0 4 327 6 0 0 0 1 0 18 0 0 4 0 3 4 20 0 11 0 0 0
0 15 1 0 186 335 15 0 7 6 2 57 0 0 68 2 9 15 0 0 47 3 15 0 0 1 2 3 0 299 0 20 0 4 0 126 1 1 16 0 1 0 0 10 12 111 1 0 62 0 390 0 1 138 0 15 0 45 0 0 0 7 0 0 0 1 0 28 3 0 6 2 30 2 28 1 1 208 11 121 45 1 8 3 0 1 15 1 0 0 79 2 3 0 0 58 6 18 9 4
0 9 0 37 0 11 1 1 6 0 0 2 0 0 1 0 108 3 0 0 2 0 0 0 0 0 0 2 0 12 10 0 0 0 5 12 4 3 10 0 0 0 0 0 1 13 0 3 0 2 101 1 1 24 75 14 11 0 5 0 0 551 0 0 0 31 0 7 1 1 39 1 3 0 4 3 0 1 2 5 1433 62 40 31 5 1 2 0 0 8 322 20 11 0 5 3 6 0 0 12
62 9 3 0 9 1 0 2 0 0 3 6 0 0 3 4 148 379 0 0 10 0 17 2 5 158 0 0 0 2 0 27 5 3 3 0 5 4 0 5 32 0 0 1 29 73 17 0 8 36 1 64 0 4 0 0 0 2 3 1 7 9 0 0 116 0 2 0 0 14 0 12 18 0 39 21 0 6 1 81 4 6 74 0 146 3 7 168 367 0 6 10 14 2 2 59 14 240 8 27
