1.150996784804844588e-04,4.523365408855777687e-05,2.127226303460207353e-05,2.623171417048449636e-05,1.194375330741824406e-04,2.728854930037313858e-05,7.583699031496635384e-05,9.964228338798739872e-05,2.329219278023457563e-05,3.698029683484273169e-05,6.069062142101790472e-04,6.624279243211258093e-06,5.028646634561997029e-05,8.803806301810989516e-05,3.062439951600410447e-05,6.564114219357492527e-05,4.162235430096385450e-05,2.834035277496823718e-05,3.818809191580286433e-05,3.011580239063951932e-05,3.723151555367793810e-05,1.569164273508256524e-04,1.844376153689675842e-04,3.168390983567400635e-05,2.829854931517210062e-05,5.032799689506871322e-05,1.326584043028015405e-05,1.905142549455928749e-04,1.701188240717862597e-04
1.441482038035183896e-04,4.398374187395643416e-05,1.723999175989132215e-05,2.061055003560488972e-05,1.054836417187268694e-04,1.004619375699685336e-04,9.821176238994793774e-05,1.004256043448307318e-04,5.944151783652809530e-05,1.093936913862721821e-04,6.619746681551857623e-05,6.946973169410972038e-06,4.162896957096905929e-05,7.125710349264411389e-05,6.203704369097720313e-05,2.178068822310139595e-04,5.382935272122821768e-05,1.449582114284209036e-04,1.153724981248288665e-04,4.901998141290187986e-05,7.616273237678783023e-05,8.479151538714597384e-05,4.677776568315076313e-05,4.035364494863503010e-05,2.223236268350286453e-04,2.288443338711445370e-04,7.833149939506334029e-05,2.367809379293212522e-04,1.979993374359879780e-04
1.204099608418775707e-04,3.753396957758395910e-05,1.951080173238629485e-05,2.061446726578366546e-05,6.496576337424368557e-05,2.726349830169238890e-05,6.255512121378647170e-05,1.091872300279683766e-04,2.338858250935073937e-05,3.760202573151328459e-05,5.121598266074590901e-05,5.701507403883140507e-06,4.320403264827591663e-05,6.637069045960197180e-05,2.768357040293760655e-05,6.581115615476770256e-05,4.099871015296798897e-05,2.410242104480415226e-05,3.869306919501892686e-05,1.589305738432148874e-05,3.190637639650967955e-05,8.207132599043829148e-05,5.197503960765398546e-05,3.877017281451418721e-05,2.927473784817395550e-05,5.033286454681970556e-05,1.335512952944203781e-05,2.027142876128649183e-04,1.755430096652359337e-04
1.138977281609747513e-04,3.903965763460211951e-05,1.768139884194371345e-05,2.082870539097841751e-05,4.836592449250464701e-05,2.855566710094853091e-05,5.455353768654986338e-05,1.063574808180521738e-04,2.405252908906599537e-05,3.405720061347478251e-05,6.206238967769621482e-05,6.654905217011215762e-06,4.097916463486073879e-05,6.714586131596818222e-05,2.551388812358521083e-05,6.725434201027614175e-05,3.886053691676536511e-05,2.487766477308585511e-05,4.247636069248608991e-05,1.572123445014947396e-05,3.188927785054216090e-05,7.957221282212333091e-05,3.340779184286517679e-05,3.465702455683728031e-05,2.869293129621400054e-05,6.185911018023650815e-05,1.772887154083940318e-05,1.722774580304596472e-04,1.522693824170846951e-04
5.104834111431505016e-04,1.713734474327726362e-04,7.374066033504463394e-04,3.587521523893890275e-04,2.980964248057004092e-04,4.291652128116875040e-04,2.391515386460711613e-04,3.119255798774183547e-03,1.286360728647470387e-04,9.999999999999997780e-01,6.150921062794335219e-04,2.814246178142799609e-05,1.202589020612141553e-03,6.832334466350517468e-04,3.925549411952491074e-04,1.333047970355866153e-03,4.193070221875260699e-04,9.999522750495559720e-01,1.724577832656526877e-04,9.999999999956170615e-01,1.112352547102582251e-03,3.947205719811157799e-04,1.832901213610713272e-04,2.624099423295567831e-03,1.782416540567082787e-04,3.192130369915419856e-04,6.752479932163832376e-05,9.157814461439059504e-04,6.714426897495016141e-04
1.164756484188665805e-03,1.347921112280360382e-04,5.469502650981803322e-05,9.047756983665456874e-05,2.937676318357101708e-04,8.765451612187836073e-05,2.039215187846156094e-04,7.935942225426791683e-04,8.052132861121653624e-05,9.999999921987572371e-01,3.081290899092808976e-04,2.208246654402195138e-05,1.469192042943789336e-04,2.335291715034453223e-04,8.278493285610720616e-05,9.999995992510636311e-01,1.342469391781522423e-04,7.871176048364980984e-04,1.603402315289591989e-04,8.746044619080061647e-04,2.699527988005894288e-04,2.558560326621138427e-04,3.034157793284144862e-04,1.611762465764299452e-04,1.156068974729431613e-04,1.616448800188300370e-04,4.517223664844068504e-05,5.515116747679245585e-04,4.845771998384367928e-04
5.047012409674514477e-02,1.000000000000000000e+00,1.317191576611586549e-04,1.603337919616375706e-04,9.137447996436487939e-04,2.562798577418243890e-04,9.999981592128449615e-01,5.724473163531394043e-02,4.932536636508613997e-04,3.581930985569225286e-04,1.671661448845585983e-03,5.783466815201249975e-05,1.259811446338655883e-02,8.743485449817918432e-04,1.242939795364239510e-03,8.527670962511484792e-03,2.059577333909410040e-03,3.224827936394954512e-04,3.467569491215520615e-04,1.000000000000000000e+00,9.949844334737002662e-04,1.000000000000000000e+00,2.723686079085284122e-04,1.479240850230327054e-03,5.493765385143640351e-04,8.079865623233663773e-04,1.005503209284440891e-04,1.000000000000000000e+00,1.179815860577931906e-03
1.147607136673352762e-04,4.229080380066703448e-05,1.754266678890599321e-05,1.984732623317245282e-05,5.282797938631206145e-05,2.726816950852132168e-05,5.610027207433472269e-05,1.142471105351255056e-04,2.496080256797836164e-05,3.908337439726552136e-05,5.325941354682539142e-05,5.618351275168659327e-06,4.619885283257018949e-05,6.836407678014726089e-05,2.565096560940305787e-05,6.553316641497278260e-05,3.822599883514764263e-05,2.434584824548694093e-05,3.675214479142541424e-05,1.615676322490758950e-05,3.263973379247711587e-05,8.013664728906165827e-05,3.273785643864378077e-05,3.973627352173916008e-05,3.217062848910965121e-05,5.026962227811358915e-05,1.360604930805854816e-05,1.802934583143106734e-04,1.561948915582706129e-04
1.198500642059984275e-04,4.673825379687727110e-05,1.653832813410482827e-05,2.286450500644603395e-05,5.262505598967692316e-05,2.867850871447554548e-05,7.903240022894012981e-05,9.862718315229609370e-05,2.319003591394195574e-05,4.368916109820361252e-05,5.616002375415903779e-05,6.349721335860866216e-06,3.980994398218104258e-05,6.644327546734251353e-05,2.913932891874764625e-05,6.583729517932537269e-05,3.815969811778351030e-05,2.493248469438927379e-05,3.959297248515488023e-05,1.552354353892591106e-05,3.511851748817067378e-05,9.911575410268484005e-05,3.482562871048878724e-05,3.239278550860435341e-05,2.830308236769503479e-05,5.020429485362456443e-05,1.362606286124084337e-05,2.180596721984372601e-04,1.902782523677545661e-04
1.290844048091548785e-04,3.707936445085605200e-05,2.207817344213773838e-05,2.454008427765533534e-05,1.762121555176396728e-04,2.761063562498393298e-05,6.677969950542671880e-05,1.105536237400486213e-04,3.050438062512653828e-05,3.515449322250087562e-05,5.260359457262498090e-04,6.536722708316519511e-06,4.183162218914956672e-05,7.443422027628088450e-05,2.747511224618896745e-05,6.639979652198264751e-05,4.176124934720086161e-05,2.481352084853891786e-05,3.681340532532796980e-05,2.693331878184507922e-05,3.467890960947326244e-05,2.689135679760098303e-04,1.102361332816822060e-04,3.166807239476381757e-05,2.831781798445796972e-05,5.066788849378308485e-05,1.377860411661629926e-05,1.709345730063779694e-04,1.493164878367769202e-04
